<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.01.23	06:00:00	1234.14	1235.21	1233.96	1234.98	1573	0	0
2014.01.23	07:00:00	1234.99	1235.25	1234.40	1234.93	1447	0	0
2014.01.23	08:00:00	1234.92	1236.93	1234.61	1236.93	2431	0	0
2014.01.23	09:00:00	1236.90	1239.11	1236.04	1236.99	2140	0	0
2014.01.23	10:00:00	1237.01	1238.94	1236.44	1238.04	1886	0	0
2014.01.23	11:00:00	1238.09	1247.85	1237.74	1247.04	2904	0	0
2014.01.23	12:00:00	1247.24	1247.34	1244.31	1244.64	2424	0	0
2014.01.23	13:00:00	1244.72	1247.00	1244.60	1246.84	1932	0	0
2014.01.23	14:00:00	1246.91	1249.77	1246.91	1248.40	3227	0	0
2014.01.23	15:00:00	1248.52	1258.17	1247.18	1255.75	5473	0	0
2014.01.23	16:00:00	1255.83	1259.06	1254.14	1259.01	4537	0	0
2014.01.23	17:00:00	1259.01	1265.26	1258.91	1259.36	5757	0	0
2014.01.23	18:00:00	1259.40	1262.59	1257.30	1261.06	4588	0	0
2014.01.23	19:00:00	1261.06	1263.52	1260.28	1261.98	1819	0	0
2014.01.23	20:00:00	1262.08	1264.69	1261.19	1264.15	1529	0	0
2014.01.23	21:00:00	1264.09	1264.70	1262.57	1263.76	1161	0	0
2014.01.23	22:00:00	1263.71	1263.91	1261.28	1262.66	981	0	0
2014.01.23	23:00:00	1262.36	1264.40	1261.73	1263.53	645	0	0
2014.01.24	00:00:00	1263.43	1264.13	1263.13	1263.93	302	0	0
2014.01.24	01:00:00	1263.58	1264.31	1262.25	1262.34	573	0	0
2014.01.24	02:00:00	1262.38	1262.55	1260.98	1262.00	778	0	0
2014.01.24	03:00:00	1262.02	1262.59	1260.04	1260.48	1488	0	0
2014.01.24	04:00:00	1260.46	1261.19	1259.48	1260.54	846	0	0
2014.01.24	05:00:00	1260.58	1261.13	1259.60	1259.88	759	0	0
2014.01.24	06:00:00	1259.92	1260.07	1258.59	1259.16	538	0	0
2014.01.24	07:00:00	1259.27	1261.74	1259.19	1260.54	802	0	0
2014.01.24	08:00:00	1260.52	1260.52	1258.64	1258.93	1177	0	0
2014.01.24	09:00:00	1258.95	1260.32	1257.41	1257.41	1876	0	0
2014.01.24	10:00:00	1257.44	1259.74	1256.73	1257.84	2515	0	0
2014.01.24	11:00:00	1257.80	1260.48	1257.48	1258.85	1996	0	0
2014.01.24	12:00:00	1258.82	1260.24	1258.45	1259.86	2046	0	0
2014.01.24	13:00:00	1259.76	1272.41	1259.36	1270.45	4039	0	0
2014.01.24	14:00:00	1270.36	1272.35	1268.18	1269.36	3301	0	0
2014.01.24	15:00:00	1269.35	1270.86	1264.26	1267.42	5281	0	0
2014.01.24	16:00:00	1267.47	1270.27	1264.58	1267.25	4838	0	0
2014.01.24	17:00:00	1267.25	1269.46	1265.49	1266.28	5834	0	0
2014.01.24	18:00:00	1266.33	1267.53	1260.52	1261.68	6009	0	0
2014.01.24	19:00:00	1261.75	1264.21	1261.09	1262.14	2433	0	0
2014.01.24	20:00:00	1262.14	1265.32	1262.03	1264.61	1652	0	0
2014.01.24	21:00:00	1264.64	1265.61	1263.22	1265.51	1187	0	0
2014.01.24	22:00:00	1265.51	1268.91	1265.51	1268.28	1549	0	0
2014.01.24	23:00:00	1268.15	1269.90	1267.05	1269.63	830	0	0
2014.01.27	01:00:00	1269.65	1278.83	1269.50	1275.16	1712	0	0
2014.01.27	02:00:00	1275.18	1276.30	1271.93	1272.35	1394	0	0
2014.01.27	03:00:00	1272.17	1273.04	1270.39	1273.04	1675	0	0
2014.01.27	04:00:00	1273.17	1274.77	1272.20	1272.72	1119	0	0
2014.01.27	05:00:00	1272.70	1273.70	1271.16	1271.48	562	0	0
2014.01.27	06:00:00	1271.53	1271.94	1270.41	1271.04	491	0	0
2014.01.27	07:00:00	1270.90	1272.04	1270.72	1271.04	591	0	0
2014.01.27	08:00:00	1270.99	1271.50	1268.07	1268.19	1371	0	0
2014.01.27	09:00:00	1268.21	1269.20	1266.66	1267.30	1875	0	0
2014.01.27	10:00:00	1267.32	1269.70	1266.10	1267.51	2824	0	0
2014.01.27	11:00:00	1267.41	1272.45	1266.71	1271.02	1937	0	0
2014.01.27	12:00:00	1271.00	1271.14	1266.54	1266.91	2739	0	0
2014.01.27	13:00:00	1266.87	1268.21	1263.32	1263.83	2066	0	0
2014.01.27	14:00:00	1263.72	1264.67	1262.55	1264.30	3477	0	0
2014.01.27	15:00:00	1264.28	1265.37	1258.62	1261.20	4933	0	0
2014.01.27	16:00:00	1261.13	1262.91	1257.14	1258.78	5364	0	0
2014.01.27	17:00:00	1258.82	1262.62	1258.80	1261.50	6261	0	0
2014.01.27	18:00:00	1261.54	1263.14	1259.20	1263.14	5268	0	0
2014.01.27	19:00:00	1263.15	1265.53	1262.96	1264.16	1905	0	0
2014.01.27	20:00:00	1264.07	1264.55	1258.52	1260.09	1645	0	0
2014.01.27	21:00:00	1260.09	1260.13	1251.98	1252.61	1979	0	0
2014.01.27	22:00:00	1252.57	1255.96	1252.47	1254.36	913	0	0
2014.01.27	23:00:00	1254.36	1257.01	1254.36	1256.93	666	0	0
2014.01.28	00:00:00	1256.88	1256.88	1255.93	1256.43	202	0	0
2014.01.28	01:00:00	1256.45	1258.06	1254.58	1257.97	738	0	0
2014.01.28	02:00:00	1257.91	1258.05	1255.83	1256.34	862	0	0
2014.01.28	03:00:00	1256.40	1257.99	1256.20	1257.96	1069	0	0
2014.01.28	04:00:00	1257.96	1258.92	1256.09	1257.22	1398	0	0
2014.01.28	05:00:00	1257.25	1258.50	1255.92	1256.01	865	0	0
2014.01.28	06:00:00	1256.08	1257.37	1255.78	1257.27	535	0	0
2014.01.28	07:00:00	1257.64	1259.78	1257.64	1259.64	593	0	0
2014.01.28	08:00:00	1259.68	1260.78	1258.45	1258.87	1469	0	0
2014.01.28	09:00:00	1258.83	1259.44	1256.12	1256.66	1913	0	0
2014.01.28	10:00:00	1256.57	1258.50	1253.60	1255.62	2889	0	0
2014.01.28	11:00:00	1255.73	1256.58	1253.24	1254.45	1847	0	0
2014.01.28	12:00:00	1254.45	1254.88	1252.48	1254.20	1516	0	0
2014.01.28	13:00:00	1254.26	1256.42	1254.15	1254.66	1242	0	0
2014.01.28	14:00:00	1254.67	1257.86	1253.31	1256.37	2607	0	0
2014.01.28	15:00:00	1256.38	1261.36	1253.50	1258.52	5096	0	0
2014.01.28	16:00:00	1258.76	1259.10	1248.90	1250.34	5076	0	0
2014.01.28	17:00:00	1250.33	1252.86	1249.26	1252.13	5779	0	0
2014.01.28	18:00:00	1252.09	1253.54	1251.01	1251.86	3480	0	0
2014.01.28	19:00:00	1251.91	1252.60	1250.43	1250.46	988	0	0
2014.01.28	20:00:00	1250.53	1251.12	1249.16	1250.92	1079	0	0
2014.01.28	21:00:00	1250.87	1251.91	1249.97	1251.52	516	0	0
2014.01.28	22:00:00	1251.53	1254.77	1251.27	1254.02	696	0	0
2014.01.28	23:00:00	1253.97	1256.67	1253.52	1256.43	568	0	0
2014.01.29	00:00:00	1256.43	1256.59	1255.10	1255.31	310	0	0
2014.01.29	01:00:00	1254.80	1255.41	1248.71	1252.81	1341	0	0
2014.01.29	02:00:00	1252.84	1253.62	1251.77	1252.97	633	0	0
2014.01.29	03:00:00	1252.97	1253.17	1252.14	1252.71	879	0	0
2014.01.29	04:00:00	1252.81	1253.56	1252.21	1253.07	710	0	0
2014.01.29	05:00:00	1253.07	1253.92	1252.63	1253.76	762	0	0
2014.01.29	06:00:00	1253.66	1254.01	1252.61	1253.06	625	0	0
2014.01.29	07:00:00	1253.12	1253.92	1252.64	1253.71	518	0	0
2014.01.29	08:00:00	1253.71	1256.05	1253.66	1255.94	966	0	0
2014.01.29	09:00:00	1255.84	1255.93	1252.04	1252.76	1510	0	0
2014.01.29	10:00:00	1252.74	1253.45	1250.76	1252.71	2035	0	0
2014.01.29	11:00:00	1252.71	1255.01	1252.60	1254.41	1951	0	0
2014.01.29	12:00:00	1254.54	1257.90	1254.14	1257.28	1603	0	0
2014.01.29	13:00:00	1257.27	1260.54	1256.36	1260.11	2571	0	0
2014.01.29	14:00:00	1260.24	1263.12	1258.46	1262.18	3441	0	0
2014.01.29	15:00:00	1262.25	1268.78	1260.05	1266.85	5915	0	0
2014.01.29	16:00:00	1266.86	1268.34	1262.72	1263.57	6617	0	0
2014.01.29	17:00:00	1263.47	1266.49	1262.99	1263.61	4764	0	0
2014.01.29	18:00:00	1263.62	1265.80	1263.37	1263.71	2930	0	0
2014.01.29	19:00:00	1263.72	1263.73	1260.87	1261.73	1677	0	0
2014.01.29	20:00:00	1261.74	1268.65	1261.29	1265.78	1620	0	0
2014.01.29	21:00:00	1266.36	1266.94	1256.01	1265.31	3955	0	0
2014.01.29	22:00:00	1265.21	1269.96	1263.37	1269.57	1796	0	0
2014.01.29	23:00:00	1269.56	1269.81	1266.83	1266.98	1035	0	0
2014.01.30	00:00:00	1266.98	1268.21	1266.93	1267.53	266	0	0
2014.01.30	01:00:00	1266.40	1267.38	1266.13	1266.48	510	0	0
2014.01.30	02:00:00	1266.51	1267.44	1265.81	1266.44	709	0	0
2014.01.30	03:00:00	1266.42	1266.55	1263.49	1263.73	1298	0	0
2014.01.30	04:00:00	1263.78	1263.90	1262.20	1262.63	978	0	0
2014.01.30	05:00:00	1262.68	1262.93	1261.46	1262.18	814	0	0
2014.01.30	06:00:00	1262.05	1263.68	1261.00	1262.43	815	0	0
2014.01.30	07:00:00	1262.44	1263.98	1262.37	1263.24	610	0	0
2014.01.30	08:00:00	1263.19	1263.29	1261.68	1261.72	778	0	0
2014.01.30	09:00:00	1261.53	1261.53	1255.12	1256.84	2428	0	0
2014.01.30	10:00:00	1256.86	1258.26	1255.41	1257.56	2249	0	0
2014.01.30	11:00:00	1257.56	1259.31	1253.67	1253.97	2102	0	0
2014.01.30	12:00:00	1253.96	1255.48	1252.71	1255.29	2041	0	0
2014.01.30	13:00:00	1255.28	1255.40	1253.95	1254.83	2142	0	0
2014.01.30	14:00:00	1254.88	1256.37	1254.31	1254.43	3254	0	0
2014.01.30	15:00:00	1254.44	1254.76	1238.64	1241.21	7553	0	0
2014.01.30	16:00:00	1241.20	1244.72	1237.94	1243.36	5035	0	0
2014.01.30	17:00:00	1243.41	1246.57	1241.70	1243.14	4362	0	0
2014.01.30	18:00:00	1243.11	1243.70	1240.26	1243.62	3989	0	0
2014.01.30	19:00:00	1243.64	1245.83	1242.05	1243.90	1956	0	0
2014.01.30	20:00:00	1243.94	1244.64	1242.00	1243.80	1139	0	0
2014.01.30	21:00:00	1243.80	1245.80	1243.80	1244.73	943	0	0
2014.01.30	22:00:00	1244.78	1244.82	1242.09	1242.34	840	0	0
2014.01.30	23:00:00	1242.39	1243.80	1242.39	1243.08	684	0	0
2014.01.31	00:00:00	1243.32	1243.47	1242.73	1242.73	236	0	0
2014.01.31	01:00:00	1243.84	1245.02	1243.69	1244.48	301	0	0
2014.01.31	02:00:00	1244.53	1244.68	1242.21	1242.30	613	0	0
2014.01.31	03:00:00	1242.31	1243.61	1241.82	1243.03	655	0	0
2014.01.31	04:00:00	1243.06	1243.20	1242.51	1242.51	266	0	0
2014.01.31	05:00:00	1242.56	1243.01	1241.90	1242.26	375	0	0
2014.01.31	06:00:00	1242.26	1244.28	1242.23	1243.86	625	0	0
2014.01.31	07:00:00	1243.90	1244.33	1242.20	1242.46	447	0	0
2014.01.31	08:00:00	1242.51	1243.01	1242.26	1242.40	662	0	0
2014.01.31	09:00:00	1242.41	1244.04	1240.77	1241.66	1828	0	0
2014.01.31	10:00:00	1241.66	1242.04	1238.29	1240.16	2828	0	0
2014.01.31	11:00:00	1240.18	1244.36	1239.67	1242.33	2221	0	0
2014.01.31	12:00:00	1242.32	1246.49	1242.00	1245.29	2190	0	0
2014.01.31	13:00:00	1245.31	1248.39	1244.75	1247.11	1986	0	0
2014.01.31	14:00:00	1247.16	1250.13	1247.15	1248.72	3140	0	0
2014.01.31	15:00:00	1248.78	1254.81	1247.99	1251.38	6003	0	0
2014.01.31	16:00:00	1251.40	1253.42	1250.46	1251.02	5700	0	0
2014.01.31	17:00:00	1250.99	1251.21	1241.70	1244.10	6660	0	0
2014.01.31	18:00:00	1244.01	1244.07	1239.30	1242.52	4892	0	0
2014.01.31	19:00:00	1242.52	1242.95	1240.16	1240.81	1813	0	0
2014.01.31	20:00:00	1240.81	1241.77	1239.47	1239.81	1510	0	0
2014.01.31	21:00:00	1239.84	1241.89	1239.51	1241.22	1016	0	0
2014.01.31	22:00:00	1241.27	1245.22	1241.12	1244.72	986	0	0
2014.01.31	23:00:00	1244.77	1244.80	1243.36	1243.88	601	0	0
2014.02.03	01:00:00	1242.35	1244.05	1241.97	1243.48	662	0	0
2014.02.03	02:00:00	1243.52	1245.57	1242.37	1244.97	582	0	0
2014.02.03	03:00:00	1244.87	1245.32	1243.18	1244.42	520	0	0
2014.02.03	04:00:00	1244.52	1245.29	1244.22	1244.92	299	0	0
2014.02.03	05:00:00	1244.87	1244.97	1243.87	1243.91	352	0	0
2014.02.03	06:00:00	1243.87	1244.83	1243.46	1244.42	294	0	0
2014.02.03	07:00:00	1244.47	1245.88	1244.32	1245.87	385	0	0
2014.02.03	08:00:00	1245.77	1246.99	1245.27	1245.92	633	0	0
2014.02.03	09:00:00	1245.87	1246.07	1241.60	1241.60	1448	0	0
2014.02.03	10:00:00	1241.65	1243.49	1240.67	1241.81	2072	0	0
2014.02.03	11:00:00	1241.81	1244.87	1241.61	1244.62	1869	0	0
2014.02.03	12:00:00	1244.57	1247.47	1244.27	1246.32	1951	0	0
2014.02.03	13:00:00	1246.42	1246.62	1243.92	1244.84	1501	0	0
2014.02.03	14:00:00	1244.85	1248.82	1244.85	1247.22	3240	0	0
2014.02.03	15:00:00	1247.46	1248.23	1245.41	1247.46	3872	0	0
2014.02.03	16:00:00	1247.61	1251.17	1246.57	1248.74	5360	0	0
2014.02.03	17:00:00	1252.46	1264.55	1251.73	1262.99	5137	0	0
2014.02.03	18:00:00	1262.94	1266.04	1262.16	1264.22	5144	0	0
2014.02.03	19:00:00	1264.27	1264.82	1257.96	1259.41	2739	0	0
2014.02.03	20:00:00	1259.41	1261.13	1258.25	1260.29	1926	0	0
2014.02.03	21:00:00	1260.35	1261.70	1256.90	1257.09	1345	0	0
2014.02.03	22:00:00	1257.00	1258.27	1255.19	1257.77	1396	0	0
2014.02.03	23:00:00	1257.77	1258.13	1256.11	1257.16	733	0	0
2014.02.04	00:00:00	1257.11	1257.26	1256.90	1256.95	208	0	0
2014.02.04	01:00:00	1257.53	1259.79	1256.83	1259.76	496	0	0
2014.02.04	02:00:00	1259.67	1259.67	1256.86	1257.11	638	0	0
2014.02.04	03:00:00	1257.11	1257.96	1256.18	1256.87	628	0	0
2014.02.04	04:00:00	1256.85	1257.54	1256.01	1256.81	435	0	0
2014.02.04	05:00:00	1256.86	1257.41	1256.26	1257.06	395	0	0
2014.02.04	06:00:00	1257.11	1257.16	1256.01	1256.76	491	0	0
2014.02.04	07:00:00	1256.71	1259.02	1256.36	1258.72	604	0	0
2014.02.04	08:00:00	1258.69	1260.94	1258.04	1258.06	1308	0	0
2014.02.04	09:00:00	1258.06	1259.86	1256.31	1259.46	1890	0	0
2014.02.04	10:00:00	1259.41	1259.95	1256.66	1257.12	2143	0	0
2014.02.04	11:00:00	1257.05	1258.47	1254.06	1254.06	2330	0	0
2014.02.04	12:00:00	1253.97	1254.96	1252.07	1253.52	2531	0	0
2014.02.04	13:00:00	1253.37	1254.90	1252.76	1253.22	1880	0	0
2014.02.04	14:00:00	1253.17	1255.38	1252.37	1254.37	2359	0	0
2014.02.04	15:00:00	1254.42	1254.88	1247.05	1248.89	4861	0	0
2014.02.04	16:00:00	1248.79	1252.82	1247.77	1250.46	4522	0	0
2014.02.04	17:00:00	1250.57	1252.34	1248.51	1251.45	5418	0	0
2014.02.04	18:00:00	1251.44	1253.47	1249.91	1250.53	4632	0	0
2014.02.04	19:00:00	1250.51	1252.66	1250.42	1251.01	1617	0	0
2014.02.04	20:00:00	1251.01	1252.58	1250.43	1251.71	1343	0	0
2014.02.04	21:00:00	1251.74	1254.09	1251.71	1254.01	827	0	0
2014.02.04	22:00:00	1253.96	1255.66	1253.91	1254.45	859	0	0
2014.02.04	23:00:00	1254.39	1254.86	1254.00	1254.36	382	0	0
2014.02.05	00:00:00	1254.31	1254.60	1253.95	1254.11	150	0	0
2014.02.05	01:00:00	1253.68	1254.71	1252.40	1252.88	303	0	0
2014.02.05	02:00:00	1252.85	1254.18	1252.51	1254.18	429	0	0
2014.02.05	03:00:00	1254.18	1255.67	1253.91	1255.11	479	0	0
2014.02.05	04:00:00	1255.14	1255.26	1254.16	1254.93	556	0	0
2014.02.05	05:00:00	1254.99	1255.21	1253.51	1253.85	296	0	0
2014.02.05	06:00:00	1253.81	1254.23	1253.30	1254.05	503	0	0
2014.02.05	07:00:00	1254.07	1254.67	1253.40	1253.78	371	0	0
2014.02.05	08:00:00	1253.81	1254.88	1253.68	1254.23	500	0	0
2014.02.05	09:00:00	1254.22	1255.49	1253.95	1254.73	1685	0	0
2014.02.05	10:00:00	1254.74	1257.52	1254.74	1256.18	2516	0	0
2014.02.05	11:00:00	1256.03	1257.98	1255.15	1257.03	2320	0	0
2014.02.05	12:00:00	1257.03	1258.18	1256.14	1257.13	1787	0	0
2014.02.05	13:00:00	1257.13	1258.53	1256.68	1258.53	1683	0	0
2014.02.05	14:00:00	1258.64	1259.71	1257.90	1258.13	2636	0	0
2014.02.05	15:00:00	1258.15	1274.09	1257.93	1265.35	7166	0	0
2014.02.05	16:00:00	1265.31	1266.24	1256.05	1257.82	6073	0	0
2014.02.05	17:00:00	1257.75	1263.12	1252.38	1260.01	8181	0	0
2014.02.05	18:00:00	1260.03	1262.33	1256.77	1258.01	4848	0	0
2014.02.05	19:00:00	1258.01	1258.24	1255.35	1257.14	1742	0	0
2014.02.05	20:00:00	1257.09	1257.86	1255.47	1257.41	1391	0	0
2014.02.05	21:00:00	1257.41	1259.74	1257.41	1258.94	1019	0	0
2014.02.05	22:00:00	1258.89	1259.24	1257.26	1257.70	784	0	0
2014.02.05	23:00:00	1257.70	1258.13	1257.24	1257.61	306	0	0
2014.02.06	00:00:00	1257.61	1257.84	1257.42	1257.44	156	0	0
2014.02.06	01:00:00	1257.00	1259.39	1257.00	1259.09	394	0	0
2014.02.06	02:00:00	1259.13	1259.23	1257.03	1257.34	494	0	0
2014.02.06	03:00:00	1257.28	1258.07	1256.65	1256.68	652	0	0
2014.02.06	04:00:00	1256.68	1257.49	1255.46	1255.81	575	0	0
2014.02.06	05:00:00	1255.87	1256.46	1255.51	1255.73	433	0	0
2014.02.06	06:00:00	1255.74	1256.45	1255.06	1256.14	443	0	0
2014.02.06	07:00:00	1256.18	1257.74	1256.12	1257.66	507	0	0
2014.02.06	08:00:00	1257.63	1258.89	1257.40	1257.96	629	0	0
2014.02.06	09:00:00	1257.96	1258.35	1257.02	1257.39	963	0	0
2014.02.06	10:00:00	1257.36	1260.24	1257.09	1258.94	2072	0	0
2014.02.06	11:00:00	1258.95	1259.61	1257.87	1258.93	1650	0	0
2014.02.06	12:00:00	1258.88	1259.89	1258.10	1259.44	1136	0	0
2014.02.06	13:00:00	1259.49	1262.41	1259.29	1261.40	2227	0	0
2014.02.06	14:00:00	1261.44	1263.82	1260.94	1262.03	3966	0	0
2014.02.06	15:00:00	1262.12	1266.77	1256.45	1261.91	6783	0	0
2014.02.06	16:00:00	1262.01	1262.17	1253.18	1255.58	6565	0	0
2014.02.06	17:00:00	1255.64	1256.51	1252.74	1254.93	6260	0	0
2014.02.06	18:00:00	1255.00	1257.32	1253.84	1256.26	3765	0	0
2014.02.06	19:00:00	1256.24	1257.87	1255.90	1257.42	1438	0	0
2014.02.06	20:00:00	1257.40	1257.90	1256.51	1257.02	978	0	0
2014.02.06	21:00:00	1257.11	1258.20	1256.72	1257.27	551	0	0
2014.02.06	22:00:00	1257.32	1258.32	1256.58	1257.17	584	0	0
2014.02.06	23:00:00	1257.27	1257.84	1256.92	1257.76	370	0	0
2014.02.07	00:00:00	1257.76	1258.22	1257.16	1257.29	212	0	0
2014.02.07	01:00:00	1256.25	1257.51	1256.25	1256.77	262	0	0
2014.02.07	02:00:00	1256.72	1258.32	1256.07	1258.27	489	0	0
2014.02.07	03:00:00	1258.32	1259.73	1257.42	1259.71	1538	0	0
2014.02.07	04:00:00	1259.71	1260.59	1258.86	1260.45	997	0	0
2014.02.07	05:00:00	1260.40	1262.80	1260.00	1261.65	583	0	0
2014.02.07	06:00:00	1261.55	1262.30	1260.53	1261.10	635	0	0
2014.02.07	07:00:00	1261.08	1261.15	1259.77	1260.54	707	0	0
2014.02.07	08:00:00	1260.44	1262.74	1260.37	1261.71	1123	0	0
2014.02.07	09:00:00	1261.63	1264.19	1261.26	1263.03	1480	0	0
2014.02.07	10:00:00	1263.00	1263.20	1261.15	1261.52	1991	0	0
2014.02.07	11:00:00	1261.43	1261.85	1259.51	1260.75	2291	0	0
2014.02.07	12:00:00	1260.76	1260.96	1259.26	1260.01	1838	0	0
2014.02.07	13:00:00	1260.00	1261.62	1259.91	1261.43	1569	0	0
2014.02.07	14:00:00	1261.47	1263.21	1261.01	1262.26	2817	0	0
2014.02.07	15:00:00	1262.18	1271.65	1256.28	1259.61	7887	0	0
2014.02.07	16:00:00	1259.61	1260.65	1257.19	1258.72	7394	0	0
2014.02.07	17:00:00	1258.67	1265.41	1257.79	1263.50	6584	0	0
2014.02.07	18:00:00	1263.51	1264.02	1261.55	1261.87	4225	0	0
2014.02.07	19:00:00	1261.92	1262.85	1261.23	1262.02	1247	0	0
2014.02.07	20:00:00	1262.02	1265.09	1261.73	1264.59	1236	0	0
2014.02.07	21:00:00	1264.65	1267.61	1264.30	1267.10	1208	0	0
2014.02.07	22:00:00	1267.04	1267.05	1265.70	1266.73	531	0	0
2014.02.07	23:00:00	1266.73	1267.88	1266.56	1266.76	866	0	0
2014.02.10	01:00:00	1265.10	1269.73	1265.10	1267.19	879	0	0
2014.02.10	02:00:00	1267.13	1267.69	1265.38	1265.61	673	0	0
2014.02.10	03:00:00	1265.46	1268.59	1264.93	1268.39	860	0	0
2014.02.10	04:00:00	1268.48	1269.39	1268.18	1269.03	634	0	0
2014.02.10	05:00:00	1269.03	1269.99	1268.58	1268.78	584	0	0
2014.02.10	06:00:00	1268.79	1268.86	1268.27	1268.28	359	0	0
2014.02.10	07:00:00	1268.26	1269.62	1268.09	1269.62	748	0	0
2014.02.10	08:00:00	1269.57	1274.59	1269.27	1272.72	2277	0	0
2014.02.10	09:00:00	1272.71	1273.47	1271.32	1271.82	1978	0	0
2014.02.10	10:00:00	1271.85	1274.76	1271.81	1274.58	3171	0	0
2014.02.10	11:00:00	1274.53	1275.96	1272.77	1273.23	2293	0	0
2014.02.10	12:00:00	1273.24	1273.89	1272.29	1272.93	1645	0	0
2014.02.10	13:00:00	1272.88	1272.88	1271.61	1272.53	1897	0	0
2014.02.10	14:00:00	1272.51	1274.68	1272.24	1274.38	3123	0	0
2014.02.10	15:00:00	1274.42	1277.77	1273.54	1274.25	5360	0	0
2014.02.10	16:00:00	1274.26	1275.60	1272.57	1275.50	4849	0	0
2014.02.10	17:00:00	1275.46	1277.19	1273.47	1274.50	5804	0	0
2014.02.10	18:00:00	1274.46	1275.71	1274.02	1275.56	3504	0	0
2014.02.10	19:00:00	1275.46	1276.21	1273.89	1274.61	1218	0	0
2014.02.10	20:00:00	1274.60	1275.44	1273.99	1274.51	798	0	0
2014.02.10	21:00:00	1274.50	1276.37	1274.36	1274.96	513	0	0
2014.02.10	22:00:00	1274.81	1275.09	1272.92	1274.56	599	0	0
2014.02.10	23:00:00	1274.62	1275.01	1274.14	1274.41	298	0	0
2014.02.11	00:00:00	1274.36	1274.82	1274.01	1274.17	275	0	0
2014.02.11	01:00:00	1273.80	1274.49	1273.67	1273.81	289	0	0
2014.02.11	02:00:00	1273.79	1281.83	1273.74	1279.62	1013	0	0
2014.02.11	03:00:00	1279.58	1284.21	1278.38	1282.69	1583	0	0
2014.02.11	04:00:00	1282.64	1287.36	1282.37	1286.64	1423	0	0
2014.02.11	05:00:00	1286.65	1286.65	1283.19	1283.55	909	0	0
2014.02.11	06:00:00	1283.59	1284.76	1282.52	1283.19	796	0	0
2014.02.11	07:00:00	1283.15	1284.82	1282.54	1284.32	524	0	0
2014.02.11	08:00:00	1284.26	1285.83	1282.76	1283.51	1318	0	0
2014.02.11	09:00:00	1283.54	1286.09	1282.49	1284.89	2097	0	0
2014.02.11	10:00:00	1284.85	1285.76	1281.33	1284.85	2484	0	0
2014.02.11	11:00:00	1284.85	1285.33	1282.44	1283.11	2027	0	0
2014.02.11	12:00:00	1283.07	1284.51	1282.26	1284.20	2067	0	0
2014.02.11	13:00:00	1284.20	1285.31	1283.45	1284.77	1560	0	0
2014.02.11	14:00:00	1284.76	1287.36	1283.44	1287.15	3567	0	0
2014.02.11	15:00:00	1287.30	1288.25	1276.02	1279.77	7432	0	0
2014.02.11	16:00:00	1279.70	1283.06	1276.90	1281.57	6778	0	0
2014.02.11	17:00:00	1281.50	1291.71	1280.77	1289.58	7464	0	0
2014.02.11	18:00:00	1289.71	1293.65	1287.27	1290.91	5865	0	0
2014.02.11	19:00:00	1291.07	1291.45	1289.00	1289.93	1872	0	0
2014.02.11	20:00:00	1289.88	1290.51	1288.21	1289.41	1411	0	0
2014.02.11	21:00:00	1289.35	1292.03	1288.77	1291.66	1129	0	0
2014.02.11	22:00:00	1291.54	1291.87	1289.89	1289.89	972	0	0
2014.02.11	23:00:00	1289.86	1290.89	1289.67	1290.75	285	0	0
2014.02.12	01:00:00	1290.09	1291.16	1286.74	1286.81	1041	0	0
2014.02.12	02:00:00	1286.86	1287.84	1284.77	1287.62	1897	0	0
2014.02.12	03:00:00	1287.70	1287.93	1285.79	1285.79	1835	0	0
2014.02.12	04:00:00	1285.80	1286.76	1285.12	1285.50	1350	0	0
2014.02.12	05:00:00	1285.51	1286.57	1285.17	1285.41	1186	0	0
2014.02.12	06:00:00	1285.42	1285.75	1283.90	1285.03	1020	0	0
2014.02.12	07:00:00	1285.02	1286.31	1284.95	1285.61	744	0	0
2014.02.12	08:00:00	1285.60	1288.18	1285.56	1287.29	1880	0	0
2014.02.12	09:00:00	1287.32	1288.13	1286.22	1286.92	1414	0	0
2014.02.12	10:00:00	1286.84	1287.37	1285.14	1286.64	2197	0	0
2014.02.12	11:00:00	1286.63	1288.13	1285.59	1288.10	1548	0	0
2014.02.12	12:00:00	1288.15	1288.29	1286.19	1286.94	1750	0	0
2014.02.12	13:00:00	1286.80	1287.56	1286.37	1287.02	1690	0	0
2014.02.12	14:00:00	1286.93	1292.08	1286.77	1290.75	3378	0	0
2014.02.12	15:00:00	1290.74	1292.34	1289.00	1290.05	4486	0	0
2014.02.12	16:00:00	1290.07	1291.51	1287.57	1290.03	4939	0	0
2014.02.12	17:00:00	1290.03	1295.23	1289.60	1293.62	4069	0	0
2014.02.12	18:00:00	1293.52	1293.65	1290.89	1292.64	3261	0	0
2014.02.12	19:00:00	1292.67	1296.19	1292.60	1294.69	4165	0	0
2014.02.12	20:00:00	1294.61	1295.69	1293.39	1294.14	3203	0	0
2014.02.12	21:00:00	1294.17	1294.65	1290.13	1292.06	3214	0	0
2014.02.12	22:00:00	1292.03	1292.79	1289.51	1290.66	3123	0	0
2014.02.12	23:00:00	1290.69	1291.54	1290.37	1290.82	1024	0	0
2014.02.13	00:00:00	1290.79	1291.49	1290.76	1291.41	321	0	0
